dataset,arch,level,scale,single_tokens,cum_tokens,tokens_used,method,ece_percent_mean,ece_percent_std,adaptive_ece_percent_mean,adaptive_ece_percent_std,brier_mean,brier_std,auroc_mean,auroc_std
vqav2,mqt,1,1,1,1,1,Platt Scaling (1D),15.163027018590224,2.146168193347395,17.32801016061232,1.7351907426156183,0.23448354480165298,0.009382978717714374,0.6947676767676768,0.03644851205771375
vqav2,mqt,1,1,1,1,1,Temperature Scaling (TS),15.376647337632914,2.085726085495569,17.315371368016724,1.7212486314924864,0.23428413765916606,0.00932051392112496,0.6947676767676768,0.03644851205771375
vqav2,mqt,1,1,1,1,1,Trajectory Platt (5D),15.2762371301651,2.417428482776407,17.33845335841179,1.7358345564813937,0.23450983719980903,0.00933674603489731,0.6947676767676768,0.03644851205771375
vqav2,mqt,2,9,9,10,9,Naive Confidence (NC),11.408042053133249,0.9172712840177631,11.193451888114215,1.3251363475362896,0.17750558481825557,0.014406659903811389,0.7415594948441664,0.03660062381788967
vqav2,mqt,2,9,9,10,9,Platt Scaling (1D),12.658770113474514,2.2272331673141297,15.158700954683388,1.8447850702999076,0.1915598103185794,0.00540190175243677,0.7415594948441664,0.03660062381788967
vqav2,mqt,2,9,9,10,9,Temperature Scaling (TS),15.195789999942454,1.3475935379642034,15.77123173520595,1.9280412121220618,0.19257516568759814,0.006315046325946471,0.7415594948441664,0.03660062381788967
vqav2,mqt,2,9,9,10,10,Trajectory Platt (5D),8.93431761264801,2.1297664493519757,9.95942350625992,3.081226009442072,0.19067079573738108,0.010912038520888566,0.7172517668868034,0.03909517289718414
vqav2,mqt,3,36,36,46,36,Naive Confidence (NC),13.502622982114554,1.2669417095715918,13.406261939555407,1.863871076884448,0.18748416919510955,0.015788372880177533,0.673730407523511,0.03687607798164147
vqav2,mqt,3,36,36,46,36,Platt Scaling (1D),10.749014280134073,2.1455408104590754,13.868025855729622,2.1042458158925506,0.18688363206513162,0.006561517583459694,0.673730407523511,0.03687607798164147
vqav2,mqt,3,36,36,46,36,Temperature Scaling (TS),14.519354197015222,1.2701660432182618,15.506589729324286,1.997259500112899,0.19278650109722983,0.009042525978002936,0.673730407523511,0.03687607798164147
vqav2,mqt,3,36,36,46,46,Trajectory Platt (5D),7.585237970948219,2.258788043461961,9.307484486699106,3.20690858308325,0.18314306177520173,0.01005189112076212,0.7078871473354231,0.03143543907638354
vqav2,mqt,4,144,144,190,144,Naive Confidence (NC),10.77180380374193,3.380326662697598,9.958428330719475,2.1567167668620204,0.1486410458368425,0.018762692559285334,0.7534531693472091,0.06591963469749432
vqav2,mqt,4,144,144,190,144,Platt Scaling (1D),11.085811534250064,1.7396560205437663,13.060751317610862,0.8055365734309445,0.16207804087175495,0.009496595373255532,0.7534531693472091,0.06591963469749432
vqav2,mqt,4,144,144,190,144,Temperature Scaling (TS),13.202667486922678,1.6090630214158248,14.33710770110485,0.7839431751457813,0.1618351839663334,0.015470175932618527,0.7534531693472091,0.06591963469749432
vqav2,mqt,4,144,144,190,190,Trajectory Platt (5D),6.095339009165764,1.0858657908712548,7.689331138134003,1.3173021088327286,0.15094491957433614,0.009716623128723656,0.7786998243005812,0.03385823290809275
vqav2,mqt,5,256,256,446,256,Naive Confidence (NC),11.385681627690792,1.6382892609550121,10.573506568372249,1.0263909281084924,0.16092441508517513,0.016034039567831688,0.7119517543859649,0.04880585104844875
vqav2,mqt,5,256,256,446,256,Platt Scaling (1D),11.073636825931555,2.3570997805278986,11.805517824637025,2.5677774835196066,0.16421735504322402,0.006324073817145043,0.7119517543859649,0.04880585104844875
vqav2,mqt,5,256,256,446,256,Temperature Scaling (TS),12.415651496144246,3.0144701861669887,13.323841962672438,2.0418330177936443,0.16844120766376794,0.008186861554930367,0.7119517543859649,0.04880585104844875
vqav2,mqt,5,256,256,446,446,Trajectory Platt (5D),7.683036467432975,1.8206633181188154,8.429386669397354,1.5724079035407055,0.1573932980460013,0.007727677734521728,0.7558936403508771,0.033315226391232584
